RECID,SESSION_ID,PNAME_VAL,BNAME,USDComm,ImpliedCommUSD,ConDate,Security,Units,T,Price,NET,BCODE,Q,ResearchComm,ExecComm,Exchange,USDOtherExp,CCL_CAT,COUNTRY,ALGO_FLAG
31406,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,28.85,0.0,2020-08-10,PETROCHG,4222.0,P,6.5069,27472.1318,GOLDMA,2020-Q3,0.0,28.85,,13.74,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31407,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,59.8,0.0,2020-08-10,SAFCO.GS,2594.0,P,21.9542,56949.1948,GOLDMA,2020-Q3,0.0,59.8,,28.47,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31408,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,216.68,0.0,2020-08-10,STC.GS,-8445.0,S,25.6575,216677.5875,GOLDMA,2020-Q3,0.0,216.68,,108.34,CFD/PNOTE,SAUDI ARABIA,ALGO
31409,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,819.61,0.0,2020-08-10,ZAIN.GS,263513.0,P,1.8296,482123.3848,GOLDMA,2020-Q3,0.0,819.61,,144.64,CFD/PNOTE,KUWAIT,NON-ALGO
31410,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,214.84,0.0,2020-08-11,DSKY RX,186802.0,S,1.643,306700.85,GOLDMA,2020-Q3,0.0,214.84,RTS,0.0,ORD,RUSSIA,NON-ALGO
31411,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,54.46,0.0,2020-08-11,MSCISA.G,48.0,S,1080.5236,51865.1328,GOLDMA,2020-Q3,0.0,54.46,,25.93,FTSWAP,SAUDI ARABIA,NON-ALGO
31412,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,13.3,0.0,2020-08-11,PETROCHG,4018.0,P,6.621538,26605.339684,GOLDMA,2020-Q3,0.0,13.3,,13.3,CFD/PNOTE,SAUDI ARABIA,ALGO
31413,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,55.37,0.0,2020-08-11,SAFCO.GS,2358.0,P,22.3626,52731.0108,GOLDMA,2020-Q3,0.0,55.37,,26.37,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31414,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,42.02,0.0,2020-08-11,SIIG.GS,15687.0,P,5.357335,84040.514145,GOLDMA,2020-Q3,0.0,42.02,,42.02,CFD/PNOTE,SAUDI ARABIA,ALGO
31415,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,77.36,0.0,2020-08-11,STC.GS,-6032.0,S,25.649913,154720.275216,GOLDMA,2020-Q3,0.0,77.36,,77.36,CFD/PNOTE,SAUDI ARABIA,ALGO
31416,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,222.73,0.0,2020-08-11,VEU0.GS,-123.0,P,129345.588235,318190.147058,GOLDMA,2020-Q3,0.0,222.73,,0.0,FTSWAP,RUSSIA,NON-ALGO
31417,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,241.9,0.0,2020-08-11,ZAIN.GS,130257.0,P,1.857187,241911.607059,GOLDMA,2020-Q3,0.0,241.9,,72.57,CFD/PNOTE,KUWAIT,ALGO
31418,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,64.788694,0.0,2020-08-12,A5Q0.GS3,-114.0,P,1238.977039,193425.792837,GOLDMA,2020-Q3,0.0,64.788694,,9.2848730519569,FUT,TURKEY,NON-ALGO
31419,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,237.83,0.0,2020-08-12,DSKY RX,205544.0,S,1.653,339526.4,GOLDMA,2020-Q3,0.0,237.83,RTS,0.0,ORD,RUSSIA,NON-ALGO
31420,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,36.273215,0.0,2020-08-12,JSU0.GS,-3.0,P,410.3,72552.32367,GOLDMA,2020-Q3,0.0,36.273215,,0.0,FTSWAP,EURO,NON-ALGO
31421,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,37.74,0.0,2020-08-12,MSCISA.G,33.0,S,1089.2967,35946.7911,GOLDMA,2020-Q3,0.0,37.74,,17.97,FTSWAP,SAUDI ARABIA,NON-ALGO
31422,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,18.7,0.0,2020-08-12,POLY ADR,-796.0,S,117.474598,93528.48,GOLDMA,2020-Q3,0.0,18.7,LSE,0.0,ORD,RUSSIA,ALGO
31423,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,38.92,0.0,2020-08-12,SAFCO.GS,1658.0,P,22.3562,37066.5796,GOLDMA,2020-Q3,0.0,38.92,,18.53,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31424,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,239.89,0.0,2020-08-12,VEU0.GS,-132.0,P,129809.798165,342697.867156,GOLDMA,2020-Q3,0.0,239.89,,0.0,FTSWAP,RUSSIA,NON-ALGO
31425,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,162.418606,0.0,2020-08-13,A5Q0.GS3,-287.0,S,1247.942144,488411.385731,GOLDMA,2020-Q3,0.0,162.418606,,23.444222469198,FUT,TURKEY,NON-ALGO
31426,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,316.12,0.0,2020-08-13,DSKY RX,274083.0,S,1.6477,451290.44,GOLDMA,2020-Q3,0.0,316.12,RTS,0.0,ORD,RUSSIA,NON-ALGO
31427,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,121.220694,0.0,2020-08-13,KCHOL.I,115194.0,P,15.4,242563.647048,GOLDMA,2020-Q3,0.0,121.220694,ISE,0.0,ORD,TURKEY,NON-ALGO
31428,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,265.52,0.0,2020-08-13,VEU0.GS,-144.0,P,131704.766667,379309.728001,GOLDMA,2020-Q3,0.0,265.52,,0.0,FTSWAP,RUSSIA,NON-ALGO
31429,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,82.70799,0.0,2020-08-14,A5Q0.GS3,-147.0,S,1224.38174,244014.826266,GOLDMA,2020-Q3,0.0,82.70799,,11.7123895904934,FUT,TURKEY,NON-ALGO
31430,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,83.141003,0.0,2020-08-17,A5Q0.GS3,-148.0,S,1222.237605,244862.795064,GOLDMA,2020-Q3,0.0,83.141003,,11.7537174532484,FUT,TURKEY,NON-ALGO
31431,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,60.55,0.0,2020-08-17,MSCISA.G,52.0,S,1109.0458,57670.3816,GOLDMA,2020-Q3,0.0,60.55,,28.84,FTSWAP,SAUDI ARABIA,NON-ALGO
31432,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,63.95,0.0,2020-08-17,SAFCO.GS,2712.0,P,22.4566,60902.2992,GOLDMA,2020-Q3,0.0,63.95,,30.45,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31433,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,274.12,0.0,2020-08-18,DSKY RX,240301.0,S,1.6296,391320.39,GOLDMA,2020-Q3,0.0,274.12,RTS,0.0,ORD,RUSSIA,NON-ALGO
31434,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,135.575921,0.0,2020-08-18,JSU0.GS,-11.0,P,413.1,271157.810014,GOLDMA,2020-Q3,0.0,135.575921,,0.0,FTSWAP,EURO,NON-ALGO
31435,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,365.18,0.0,2020-08-18,KAZ.GDR,50197.0,S,14.55,730001.17,GOLDMA,2020-Q3,0.0,365.18,LSE,0.0,ORD,KAZAKHSTAN,NON-ALGO
31436,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,185.68,0.0,2020-08-18,MSCISA.G,158.0,S,1119.2157,176836.0806,GOLDMA,2020-Q3,0.0,185.68,,88.42,FTSWAP,SAUDI ARABIA,NON-ALGO
31437,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,190.28,0.0,2020-08-18,SAFCO.GS,8041.0,P,22.5379,181227.2539,GOLDMA,2020-Q3,0.0,190.28,,90.61,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31438,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,217.32,0.0,2020-08-18,VEU0.GS,-118.0,P,131546.618852,310450.020491,GOLDMA,2020-Q3,0.0,217.32,,0.0,FTSWAP,RUSSIA,NON-ALGO
31439,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,24.534102,0.0,2020-08-19,JSU0.GS,-2.0,P,414.2,49068.203464,GOLDMA,2020-Q3,0.0,24.534102,,0.0,FTSWAP,EURO,NON-ALGO
31440,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,24.23,0.0,2020-08-19,KAZ.GDR,8208.0,S,14.76115,121135.29,GOLDMA,2020-Q3,0.0,24.23,LSE,0.0,ORD,KAZAKHSTAN,ALGO
31441,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,45.05,0.0,2020-08-19,MSCISA.G,38.0,S,1129.0533,42904.0254,GOLDMA,2020-Q3,0.0,45.05,,21.45,FTSWAP,SAUDI ARABIA,NON-ALGO
31442,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,137.411771,0.0,2020-08-19,PETKM.IS,474504.0,S,4.23,274685.0242,GOLDMA,2020-Q3,0.0,137.411771,ISE,0.0,ORD,TURKEY,NON-ALGO
31443,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,6.53,0.0,2020-08-19,PETROCHG,1788.0,P,7.302805,13057.41534,GOLDMA,2020-Q3,0.0,6.53,,6.53,CFD/PNOTE,SAUDI ARABIA,ALGO
31444,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,45.99,0.0,2020-08-19,SAFCO.GS,1885.0,P,23.2353,43798.5405,GOLDMA,2020-Q3,0.0,45.99,,21.9,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31445,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,257.581006,0.0,2020-08-19,TUPRS.I,44917.0,S,83.7646,514903.683875,GOLDMA,2020-Q3,0.0,257.581006,ISE,0.0,ORD,TURKEY,NON-ALGO
31446,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,265.28,0.0,2020-08-19,VEU0.GS,-144.0,P,131587.07563,378970.777814,GOLDMA,2020-Q3,0.0,265.28,,0.0,FTSWAP,RUSSIA,NON-ALGO
31447,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,140.04,0.0,2020-08-20,MSCISA.G,119.0,S,1120.8002,133375.2238,GOLDMA,2020-Q3,0.0,140.04,,66.69,FTSWAP,SAUDI ARABIA,NON-ALGO
31448,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,146.03,0.0,2020-08-20,SAFCO.GS,6114.0,P,22.7483,139083.1062,GOLDMA,2020-Q3,0.0,146.03,,69.54,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31449,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,324.56,0.0,2020-08-20,SBER.ORD,145930.0,P,3.1773,463987.95,GOLDMA,2020-Q3,0.0,324.56,RTS,0.0,ORD,RUSSIA,NON-ALGO
31450,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,330.18,0.0,2020-08-20,VEU0.GS,-183.0,S,128878.282695,471694.514664,GOLDMA,2020-Q3,0.0,330.18,,0.0,FTSWAP,RUSSIA,NON-ALGO
31451,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,122.425782,0.0,2020-08-21,KRSU0.GS,-18.0,S,1816.5,174897.031291,GOLDMA,2020-Q3,0.0,122.425782,,0.0,FTSWAP,POLAND,NON-ALGO
31452,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,112.472983,0.0,2020-08-24,A5Q0.GS3,-200.0,S,1263.995453,342567.081461,GOLDMA,2020-Q3,0.0,112.472983,,154.3915279386954,FUT,TURKEY,NON-ALGO
31453,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,303.04,0.0,2020-08-24,ALMA.GS,19269.0,S,14.978,288611.082,GOLDMA,2020-Q3,0.0,303.04,,144.31,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31454,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,291.86,0.0,2020-08-24,IQCD.GS,43876.0,P,2.7716,121606.7216,GOLDMA,2020-Q3,0.0,291.86,,0.0,CFD/PNOTE,QATAR,NON-ALGO
31455,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,48.560951,0.0,2020-08-24,JSU0.GS,-4.0,P,411.9,97121.901272,GOLDMA,2020-Q3,0.0,48.560951,,0.0,FTSWAP,EURO,NON-ALGO
31456,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,107.5,0.0,2020-08-24,KAZ.GDR,14429.0,S,14.9,214884.6,GOLDMA,2020-Q3,0.0,107.5,LSE,0.0,ORD,KAZAKHSTAN,NON-ALGO
31457,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,96.599826,0.0,2020-08-24,KRSU0.GS,-14.0,S,1837.25,138000.134129,GOLDMA,2020-Q3,0.0,96.599826,,0.0,FTSWAP,POLAND,NON-ALGO
31458,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,99.148495,0.0,2020-08-24,LPP GS,74.0,P,7114.503311,141641.196414,GOLDMA,2020-Q3,0.0,99.148495,,0.0,CFD/PNOTE,POLAND,NON-ALGO
31459,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,155.37,0.0,2020-08-24,MSCISA.G,131.0,S,1129.5382,147969.5042,GOLDMA,2020-Q3,0.0,155.37,,73.98,FTSWAP,SAUDI ARABIA,NON-ALGO
31460,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,48.372319,0.0,2020-08-24,OCINAGS,6671.0,P,12.3,96736.738306,GOLDMA,2020-Q3,0.0,48.372319,,0.0,CFD/PNOTE,NETHERLANDS,NON-ALGO
31461,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,28.46,0.0,2020-08-24,PETROCHG,3709.0,P,7.3116,27118.7244,GOLDMA,2020-Q3,0.0,28.46,,13.56,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31462,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,348.49,0.0,2020-08-24,SABIC GS,-14059.0,S,23.6077,331900.6543,GOLDMA,2020-Q3,0.0,348.49,,165.95,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31463,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,262.73,0.0,2020-08-24,SAFCO.GS,10848.0,P,23.065493,250214.468064,GOLDMA,2020-Q3,0.0,262.73,,125.11,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31464,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,97.009783,0.0,2020-08-25,A5Q0.GS3,-173.0,P,1248.79947,291917.506634,GOLDMA,2020-Q3,0.0,97.009783,,132.9950816127986,FUT,TURKEY,NON-ALGO
31465,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,70.659702,0.0,2020-08-25,AEFES.I,52608.0,S,19.87704,141247.571811,GOLDMA,2020-Q3,0.0,70.659702,ISE,0.0,ORD,TURKEY,NON-ALGO
31466,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,296.21,0.0,2020-08-25,IQCD.GS,44820.0,P,2.7538,123425.316,GOLDMA,2020-Q3,0.0,296.21,,0.0,CFD/PNOTE,QATAR,NON-ALGO
31467,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,18.630675,0.0,2020-08-25,OCINAGS,6423.0,P,12.266516,93198.127705,GOLDMA,2020-Q3,0.0,18.630675,,0.0,CFD/PNOTE,NETHERLANDS,ALGO
31468,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,170.93,0.0,2020-08-25,SABIC GS,-14466.0,S,23.631148,341848.186968,GOLDMA,2020-Q3,0.0,170.93,,170.92,CFD/PNOTE,SAUDI ARABIA,ALGO
31469,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,118.31,0.0,2020-08-25,SAFCO.GS,4817.0,P,23.3911,112674.9287,GOLDMA,2020-Q3,0.0,118.31,,56.34,CFD/PNOTE,SAUDI ARABIA,NON-ALGO
31470,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,1836.325596,0.0,2020-08-26,A5Q0.GS3,-3257.0,P,1246.248829,5514502.708392,GOLDMA,2020-Q3,0.0,1836.325596,,2516.9611379429803,FUT,TURKEY,NON-ALGO
31471,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,80.060864,0.0,2020-08-26,A5Q0.GS3,-142.0,P,1238.24892,238880.189439,GOLDMA,2020-Q3,0.0,80.060864,,109.6506422666476,FUT,TURKEY,NON-ALGO
31472,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,0.0,0.0,2020-08-26,A5V0,-3256.0,S,1260.012029,5573691.408264,GOLDMA,2020-Q3,0.0,0.0,,3027.8154782526,FUT,TURKEY,NON-ALGO
31473,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,0.0,0.0,2020-08-26,A5V0,-142.0,S,1250.25108,241195.619082,GOLDMA,2020-Q3,0.0,0.0,,131.9584547560337,FUT,TURKEY,NON-ALGO
31474,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,37.436088,0.0,2020-08-26,AEFES.I,27959.0,S,19.771848,74834.889784,GOLDMA,2020-Q3,0.0,37.436088,ISE,0.0,ORD,TURKEY,NON-ALGO
31475,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,14.88375,0.0,2020-08-26,OCINAGS,5194.0,P,12.144024,74508.597227,GOLDMA,2020-Q3,0.0,14.88375,,0.0,CFD/PNOTE,NETHERLANDS,ALGO
31476,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,101.91,0.0,2020-08-26,SABIC GS,-8668.0,S,23.51408,203820.04544,GOLDMA,2020-Q3,0.0,101.91,,101.91,CFD/PNOTE,SAUDI ARABIA,ALGO
31477,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,59.96,0.0,2020-08-26,SAFCO.GS,5208.0,P,23.03019,119941.22952,GOLDMA,2020-Q3,0.0,59.96,,59.97,CFD/PNOTE,SAUDI ARABIA,ALGO
31478,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,73.86298,0.0,2020-08-27,A5Q0.GS3,-131.0,P,1255.05814,223379.119377,GOLDMA,2020-Q3,0.0,73.86298,,101.3158520430691,FUT,TURKEY,NON-ALGO
31479,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,35.520533,0.0,2020-08-27,A5V0,-63.0,S,1266.03398,108366.075527,GOLDMA,2020-Q3,0.0,35.520533,,48.7700825379572,FUT,TURKEY,NON-ALGO
31480,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,63.400011,0.0,2020-08-27,AEFES.I,47095.0,S,19.759308,126737.249959,GOLDMA,2020-Q3,0.0,63.400011,ISE,0.0,ORD,TURKEY,NON-ALGO
31481,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,104.09,0.0,2020-08-27,EMIR.GS,52513.0,S,3.049445,160135.505285,GOLDMA,2020-Q3,0.0,104.09,,240.2,CFD/PNOTE,UNITED ARAB EMIRATES,ALGO
31482,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,252.27,0.0,2020-08-27,ETIS.GS,-42525.0,P,4.563276,194053.3119,GOLDMA,2020-Q3,0.0,252.27,,291.08,CFD/PNOTE,UNITED ARAB EMIRATES,NON-ALGO
31483,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,22.891325,0.0,2020-08-27,OCINAGS,8137.0,P,11.946403,114583.78993,GOLDMA,2020-Q3,0.0,22.891325,,0.0,CFD/PNOTE,NETHERLANDS,ALGO
31484,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,24.83,0.0,2020-08-27,PETROCHG,6921.0,P,7.176745,49670.252145,GOLDMA,2020-Q3,0.0,24.83,,24.84,CFD/PNOTE,SAUDI ARABIA,ALGO
31485,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,85.41,0.0,2020-08-27,SABIC GS,-7254.0,S,23.546249,170804.490246,GOLDMA,2020-Q3,0.0,85.41,,85.4,CFD/PNOTE,SAUDI ARABIA,ALGO
31486,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,7.921251,0.0,2020-08-28,A5Q0.GS3,-14.0,P,1243.8587,23741.968724,GOLDMA,2020-Q3,0.0,7.921251,,10.8552497034643,FUT,TURKEY,NON-ALGO
31487,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,61.10543,0.0,2020-08-28,A5V0,-108.0,S,1245.70198,183423.744447,GOLDMA,2020-Q3,0.0,61.10543,,83.7539367663299,FUT,TURKEY,NON-ALGO
31488,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,13.225145,0.0,2020-08-28,AEFES.I,9967.0,S,19.47565,26436.219946,GOLDMA,2020-Q3,0.0,13.225145,ISE,0.0,ORD,TURKEY,NON-ALGO
31489,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,70.43616,0.0,2020-08-28,CAU0.GS,-37.0,S,64.0,140872.320194,GOLDMA,2020-Q3,0.0,70.43616,,0.0,FTSWAP,EURO,NON-ALGO
31490,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,103.26,0.0,2020-08-28,KOS.GS,136702.0,P,1.510681,206513.114062,GOLDMA,2020-Q3,0.0,103.26,,0.0,CFD/PNOTE,GHANA,NON-ALGO
31491,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,67.62,0.0,2020-08-28,XOP.GS,-3381.0,S,52.699958,178178.557998,GOLDMA,2020-Q3,0.0,67.62,,0.0,CFD/PNOTE,UNITED STATES,NON-ALGO
31492,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,0.0,0.0,2020-08-31,A5Q0.GS3,-99.0,P,1215.25,163638.867542,GOLDMA,2020-Q3,0.0,0.0,,22.5321844630482,FUT,TURKEY,NON-ALGO
31493,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,14.675979,0.0,2020-08-31,A5Q0.GS3,-26.0,P,1226.89881,43387.81045,GOLDMA,2020-Q3,0.0,14.675979,,20.082560883551,FUT,TURKEY,NON-ALGO
31494,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,22.414497,0.0,2020-08-31,AEFES.I,17136.0,S,19.229344,44805.768236,GOLDMA,2020-Q3,0.0,22.414497,ISE,0.0,ORD,TURKEY,NON-ALGO
31495,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,1833.83,0.0,2020-08-31,EMIR.GS,479955.0,S,2.939106,1410638.62023,GOLDMA,2020-Q3,0.0,1833.83,,2115.96,CFD/PNOTE,UNITED ARAB EMIRATES,NON-ALGO
31496,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MIO ONSHORE,GOLDMAN SACHS & CO,453.766046,0.0,2020-08-31,EMIRATE,120267.0,S,10.66,348073.480444,GOLDMA,2020-Q3,0.0,453.766046,DFM,523.5764167767053,ORD,UNITED ARAB EMIRATES,NON-ALGO
