RECID,SESSION_ID,PNAME_VAL,BNAME,USDComm,ImpliedCommUSD,ConDate,Security,Units,T,Price,NET,BCODE,Q,ResearchComm,ExecComm,Exchange,USDOtherExp,CCL_CAT,COUNTRY,ALGO_FLAG
30206,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,ARQAAM CAPITAL,286.529796,0.0,2020-08-30,RJHI.AB,15539.0,S,65.869374,272485.72457,ARQCAP,2020-Q3,0.0,286.529796,SAR,136.4778029596053,ORD,SAUDI ARABIA,NON-ALGO
30207,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,129.341019,0.0,2020-07-13,VESTA MM,110904.0,P,33.099617,161786.565409,BRADES,2020-Q3,0.0,129.341019,MXP,0.0,ORD,MEXICO,NON-ALGO
30208,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,160.901111,0.0,2020-07-14,VESTA MM,138759.0,P,32.568787,201322.335481,BRADES,2020-Q3,0.0,160.901111,MXP,0.0,ORD,MEXICO,NON-ALGO
30209,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,4.062182,0.0,2020-07-15,VESTA MM,3468.0,P,32.683599,5080.52347,BRADES,2020-Q3,0.0,4.062182,MXP,0.0,ORD,MEXICO,NON-ALGO
30210,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,142.366412,0.0,2020-07-16,VESTA MM,122419.0,P,32.6035,178108.758561,BRADES,2020-Q3,0.0,142.366412,MXP,0.0,ORD,MEXICO,NON-ALGO
30211,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,14.362137,0.0,2020-07-17,VESTA MM,12415.0,P,32.639532,17966.802455,BRADES,2020-Q3,0.0,14.362137,MXP,0.0,ORD,MEXICO,NON-ALGO
30212,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,28.134381,0.0,2020-07-22,VESTA MM,23757.0,P,33.0913,35200.585648,BRADES,2020-Q3,0.0,28.134381,MXP,0.0,ORD,MEXICO,NON-ALGO
30213,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,194.619737,0.0,2020-07-23,ARZZ3 BZ,24300.0,S,52.1941,243006.427543,BRADES,2020-Q3,0.0,194.619737,BOV,74.4164189124388,ORD,BRAZIL,NON-ALGO
30214,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,235.675592,0.0,2020-07-23,BAN.MM,85100.0,S,77.93,294359.058269,BRADES,2020-Q3,0.0,235.675592,MXP,0.0,ORD,MEXICO,NON-ALGO
30215,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,47.988273,0.0,2020-07-23,VESTA MM,40693.0,P,33.177878,60021.441691,BRADES,2020-Q3,0.0,47.988273,MXP,0.0,ORD,MEXICO,NON-ALGO
30216,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,321.900508,0.0,2020-07-27,VESTA MM,260800.0,P,33.9582,402719.052562,BRADES,2020-Q3,0.0,321.900508,MXP,0.0,ORD,MEXICO,NON-ALGO
30217,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,518.889877,0.0,2020-07-29,BRDT3,143160.0,P,23.442681,649330.453016,BRADES,2020-Q3,0.0,518.889877,BOV,198.403617950601,ORD,BRAZIL,NON-ALGO
30218,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,270.162527,0.0,2020-07-31,ARZZ3 BZ,34400.0,S,51.220959,337329.885387,BRADES,2020-Q3,0.0,270.162527,BOV,103.3003679852805,ORD,BRAZIL,NON-ALGO
30219,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,1028.116375,0.0,2020-07-31,BRDT3,289829.0,P,23.135608,1286565.765869,BRADES,2020-Q3,0.0,1028.116375,BOV,393.1136921189819,ORD,BRAZIL,NON-ALGO
30220,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,0.330693,0.0,2020-07-31,QCS.MM,100.0,S,92.0022,413.045295,BRADES,2020-Q3,0.0,0.330693,MXP,0.0,ORD,MEXICO,NON-ALGO
30221,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,959.719441,0.0,2020-08-03,BRDT3,291416.0,S,21.891998,1198323.276826,BRADES,2020-Q3,0.0,959.719441,BOV,366.9609529988059,ORD,BRAZIL,NON-ALGO
30222,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,166.362992,0.0,2020-08-03,QCS.MM,51679.0,S,91.054382,207785.140763,BRADES,2020-Q3,0.0,166.362992,MXP,0.0,ORD,MEXICO,NON-ALGO
30223,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,BRADESCO,216.347748,0.0,2020-09-07,WALMEX,110600.0,P,52.79925,270645.686261,BRADES,2020-Q3,0.0,216.347748,MXP,0.0,ORD,MEXICO,NON-ALGO
30224,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,245.007452,0.0,2020-07-07,384 HK,104400.0,P,25.982819,350633.478493,CHASEM,2020-Q3,0.0,245.007452,HKS,377.0130515286998,ORD,CHINA,NON-ALGO
30225,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,181.46,0.0,2020-07-23,BBD.US,84400.0,S,4.3,362730.51,CHASEM,2020-Q3,0.0,181.46,NYX,8.03,ORD,BRAZIL,NON-ALGO
30226,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,134.765213,0.0,2020-07-23,MONDI LN,14335.0,S,14.79,269387.589164,CHASEM,2020-Q3,0.0,134.765213,LSS,1.271250008565,ORD,SOUTH AFRICA,NON-ALGO
30227,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,168.77286,0.0,2020-07-23,TCELL.I,143234.0,S,16.14,337376.473422,CHASEM,2020-Q3,0.0,168.77286,ISE,0.0,ORD,TURKEY,NON-ALGO
30228,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,517.92,0.0,2020-07-24,LUKADR1,14862.0,S,69.697167,1035321.38,CHASEM,2020-Q3,0.0,517.92,LSE,0.0,ORD,RUSSIA,NON-ALGO
30229,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,2889.15,0.0,2020-07-29,BVMF3.J,57000.0,S,12.6717,719397.75,CHASEM,2020-Q3,0.0,2889.15,LUX,0.0,CFD/PNOTE,BRAZIL,NON-ALGO
30230,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,261.209533,0.0,2020-07-31,1928 HK,96400.0,S,30.0,372493.376859,CHASEM,2020-Q3,0.0,261.209533,HKS,401.8890078837692,ORD,CHINA,NON-ALGO
30231,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,1436.69,0.0,2020-07-31,BVMF3.J,28700.0,S,12.5147,357735.2,CHASEM,2020-Q3,0.0,1436.69,LUX,0.0,CFD/PNOTE,BRAZIL,NON-ALGO
30232,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,237.531129,0.0,2020-07-31,CCB,463000.0,S,5.68,338726.804815,CHASEM,2020-Q3,0.0,237.531129,HKS,365.479155107676,ORD,CHINA,NON-ALGO
30233,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,297.0,0.0,2020-07-31,LUKADR1,8628.0,S,68.845945,593705.81,CHASEM,2020-Q3,0.0,297.0,LSE,0.0,ORD,RUSSIA,NON-ALGO
30234,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,1046.794016,0.0,2020-08-26,941.HK,196500.0,P,58.982316,1498077.059745,CHASEM,2020-Q3,0.0,1046.794016,HKS,1610.6924203423073,ORD,CHINA,NON-ALGO
30235,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,1649.47,0.0,2020-09-01,BVMF3.J,37000.0,S,11.1451,410719.23,CHASEM,2020-Q3,0.0,1649.47,LUX,0.0,CFD/PNOTE,BRAZIL,NON-ALGO
30236,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,1411.82,0.0,2020-09-04,BVMF3.J,32200.0,S,10.9613,351542.04,CHASEM,2020-Q3,0.0,1411.82,LUX,0.0,CFD/PNOTE,BRAZIL,NON-ALGO
30237,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,JP MORGAN SECURITIES,267.900231,0.0,2020-09-08,RJHI.AB,14484.0,S,66.069684,254875.421593,CHASEM,2020-Q3,0.0,267.900231,SAR,0.0,ORD,SAUDI ARABIA,NON-ALGO
30238,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,435.736588,0.0,2020-07-02,2313 HK,51600.0,S,93.5,621374.640672,CREDAP,2020-Q3,0.0,435.736588,HKS,670.4629319020462,ORD,CHINA,NON-ALGO
30239,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,402.924543,0.0,2020-07-07,000858C2,18200.0,S,194.2641,502693.515577,CREDAP,2020-Q3,0.0,402.924543,HCC,558.401116825026,ORD,CHINA,NON-ALGO
30240,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,694.235757,0.0,2020-07-14,000858C2,27600.0,S,220.0127,866138.41185,CREDAP,2020-Q3,0.0,694.235757,HCC,962.1233449327968,ORD,CHINA,NON-ALGO
30241,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,283.284168,0.0,2020-07-23,000858C2,11800.0,S,210.07,353429.471804,CREDAP,2020-Q3,0.0,283.284168,HCC,392.5974072354558,ORD,CHINA,NON-ALGO
30242,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,238.370119,0.0,2020-07-23,2330.TW,23000.0,S,381.5,296813.446519,CREDAP,2020-Q3,0.0,238.370119,TWE,893.8539898132427,ORD,TAIWAN,NON-ALGO
30243,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,329.371817,0.0,2020-07-23,5871 TT,97000.0,S,125.0,410150.254668,CREDAP,2020-Q3,0.0,329.371817,TWE,1235.144312393888,ORD,TAIWAN,NON-ALGO
30244,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,245.370102,0.0,2020-07-23,BBRI IJ,1272000.0,S,3140.0,271991.39529,CREDAP,2020-Q3,0.0,245.370102,IDS,396.6817064846416,ORD,INDONESIA,NON-ALGO
30245,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,252.228288,0.0,2020-07-23,ICT.PM,127060.0,S,98.0,250361.798551,CREDAP,2020-Q3,0.0,252.228288,PHS,1614.26100167114,ORD,PHILIPPINES,NON-ALGO
30246,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,314.095577,0.0,2020-07-23,TLKM IJ,1665400.0,S,3070.0,348173.201897,CREDAP,2020-Q3,0.0,314.095577,IDS,507.7878498293515,ORD,INDONESIA,NON-ALGO
30247,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,400.829249,0.0,2020-07-27,000858C2,17200.0,S,204.4462,500080.182092,CREDAP,2020-Q3,0.0,400.829249,HCC,555.4984041946882,ORD,CHINA,NON-ALGO
30248,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,582.838732,0.0,2020-07-27,5871 TT,174000.0,S,123.455271,725778.807868,CREDAP,2020-Q3,0.0,582.838732,TWE,2185.6537222316433,ORD,TAIWAN,NON-ALGO
30249,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,515.721672,0.0,2020-07-30,000858C2,21100.0,S,213.9209,643422.497072,CREDAP,2020-Q3,0.0,515.721672,HCC,714.7262132594475,ORD,CHINA,NON-ALGO
30250,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,487.009371,0.0,2020-08-04,ICT.PM,250460.0,S,95.453508,483405.412507,CREDAP,2020-Q3,0.0,487.009371,PHS,3116.8592381340395,ORD,PHILIPPINES,NON-ALGO
30251,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,200.314117,0.0,2020-08-04,PF.PM,157210.0,S,62.549647,198831.995722,CREDAP,2020-Q3,0.0,200.314117,PHS,1282.0107964962315,ORD,PHILIPPINES,NON-ALGO
30252,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,24.072547,0.0,2020-08-05,PF.PM,18860.0,S,62.669629,23894.393629,CREDAP,2020-Q3,0.0,24.072547,PHS,154.0640943390462,ORD,PHILIPPINES,NON-ALGO
30253,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,49.846114,0.0,2020-08-20,002415,11200.0,S,38.5016,62189.498172,CREDAP,2020-Q3,0.0,49.846114,HCC,69.0811623101709,ORD,CHINA,NON-ALGO
30254,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,222.082078,0.0,2020-08-20,005385 K,3996.0,S,82067.3674,276689.775107,CREDAP,2020-Q3,0.0,222.082078,KSE,693.8721091660176,ORD,KOREA,NON-ALGO
30255,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,287.593539,0.0,2020-08-20,HAN KW,33688.0,S,12606.5382,358317.505739,CREDAP,2020-Q3,0.0,287.593539,KSE,898.7260014221379,ORD,KOREA,NON-ALGO
30256,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,812.1021,0.0,2020-08-26,000858C2,29700.0,S,236.277,1013190.323817,CREDAP,2020-Q3,0.0,812.1021,HCC,1125.473574574886,ORD,CHINA,NON-ALGO
30257,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,1523.296367,0.0,2020-08-26,2020.HK,202909.0,S,83.120158,2172270.59294,CREDAP,2020-Q3,0.0,1523.296367,HKS,2343.722541562639,ORD,CHINA,NON-ALGO
30258,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,644.342514,0.0,2020-08-27,2020.HK,87091.0,S,81.915549,918852.551175,CREDAP,2020-Q3,0.0,644.342514,HKS,991.481675021128,ORD,CHINA,NON-ALGO
30259,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,910.511844,0.0,2020-08-27,PWGR.IN,403277.0,P,186.3925,1013738.558681,CREDAP,2020-Q3,0.0,910.511844,MUM,1148.2592193808882,ORD,INDIA,NON-ALGO
30260,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,350.473465,0.0,2020-09-01,000858C2,12700.0,S,236.24,437255.354131,CREDAP,2020-Q3,0.0,350.473465,HCC,485.7113653454431,ORD,CHINA,NON-ALGO
30261,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,268.185492,0.0,2020-09-01,005935KS,8454.0,S,47100.0,334132.654745,CREDAP,2020-Q3,0.0,268.185492,KSE,838.0969219370916,ORD,KOREA,NON-ALGO
30262,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,245.190093,0.0,2020-09-01,1928 HK,78800.0,S,34.45,349649.453236,CREDAP,2020-Q3,0.0,245.190093,HKS,377.2868912214602,ORD,CHINA,NON-ALGO
30263,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,207.250182,0.0,2020-09-01,2318.HK,28000.0,S,81.95,295545.518473,CREDAP,2020-Q3,0.0,207.250182,HKS,318.9202789623426,ORD,CHINA,NON-ALGO
30264,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,579.891517,0.0,2020-09-01,2330.TW,49000.0,S,435.0,722109.911411,CREDAP,2020-Q3,0.0,579.891517,TWE,2174.5931883491185,ORD,TAIWAN,NON-ALGO
30265,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,203.85928,0.0,2020-09-01,3968.HK,61500.0,S,36.7,290708.988858,CREDAP,2020-Q3,0.0,203.85928,HKS,313.7732818074488,ORD,CHINA,NON-ALGO
30266,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,464.334903,0.0,2020-09-01,5871 TT,134000.0,S,127.373134,578229.989627,CREDAP,2020-Q3,0.0,464.334903,TWE,1741.3068983693527,ORD,TAIWAN,NON-ALGO
30267,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,269.949499,0.0,2020-09-01,8464.TT,29000.0,S,342.172413,336171.565863,CREDAP,2020-Q3,0.0,269.949499,TWE,1012.3616330278348,ORD,TAIWAN,NON-ALGO
30268,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,208.948214,0.0,2020-09-01,941.HK,43000.0,S,53.8,297966.941285,CREDAP,2020-Q3,0.0,208.948214,HKS,321.5589375689502,ORD,CHINA,NON-ALGO
30269,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,301.483197,0.0,2020-09-01,CCB,608000.0,S,5.49,429925.671116,CREDAP,2020-Q3,0.0,301.483197,HKS,463.8645703631542,ORD,CHINA,NON-ALGO
30270,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,285.815316,0.0,2020-09-01,COW KS,5278.0,S,80400.0,356091.165723,CREDAP,2020-Q3,0.0,285.815316,KSE,893.1745470465413,ORD,KOREA,NON-ALGO
30271,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,67.500258,0.0,2020-09-01,PF.PM,48040.0,S,68.001957,67000.838688,CREDAP,2020-Q3,0.0,67.500258,PHS,432.0021902184019,ORD,PHILIPPINES,NON-ALGO
30272,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,280.123419,0.0,2020-09-07,ICT.PM,128700.0,S,105.813524,278050.516918,CREDAP,2020-Q3,0.0,280.123419,PHS,1792.7894682711096,ORD,PHILIPPINES,NON-ALGO
30273,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,290.478003,0.0,2020-09-08,000858C2,11000.0,S,225.4675,362405.19142,CREDAP,2020-Q3,0.0,290.478003,HCC,402.5664299831637,ORD,CHINA,NON-ALGO
30274,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,42.403551,0.0,2020-09-08,PF.PM,31760.0,S,64.974465,42089.744069,CREDAP,2020-Q3,0.0,42.403551,PHS,271.3828071220885,ORD,PHILIPPINES,NON-ALGO
30275,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CLSA LIMITED,21.290635,0.0,2020-09-09,PF.PM,16010.0,S,64.573204,21133.022705,CREDAP,2020-Q3,0.0,21.290635,PHS,136.2596921175925,ORD,PHILIPPINES,NON-ALGO
30276,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,CS FIRST BOSTON LTD LONDON,2673.81,0.0,2020-09-02,DSKY RX,1460044.0,P,1.5261,2230846.96,CSFBUK,2020-Q3,0.0,2673.81,RTS,0.0,ORD,RUSSIA,NON-ALGO
30277,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,EFG HERMES,509.080837,0.0,2020-07-23,EQBNK,344600.0,S,32.0,100940.547527,EFGHER,2020-Q3,0.0,509.080837,NAR,366.5389409537879,ORD,KENYA,NON-ALGO
30278,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,EFG HERMES,906.689815,0.0,2020-07-24,EQBNK,602600.0,S,32.5,179778.449074,EFGHER,2020-Q3,0.0,906.689815,NAR,652.824074074074,ORD,KENYA,NON-ALGO
30279,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,EFG HERMES,132.85845,0.0,2020-08-04,HUM KW,12500.0,S,2.7106,110491.210299,EFGHER,2020-Q3,0.0,132.85845,KUW,88.5831917396418,ORD,KUWAIT,NON-ALGO
30280,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,EFG HERMES,102.211029,0.0,2020-08-09,HUM KW,10017.0,S,2.6,85013.769869,EFGHER,2020-Q3,0.0,102.211029,KUW,68.1624910054294,ORD,KUWAIT,NON-ALGO
30281,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,EXOTIX,216.38,0.0,2020-07-23,LUKADR1,6184.0,S,69.98,432539.94,EXOTIX,2020-Q3,0.0,216.38,LSE,0.0,ORD,RUSSIA,NON-ALGO
30282,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,EXOTIX,1373.38,0.0,2020-07-23,NORILSK,104224.0,P,26.354311,2748125.09,EXOTIX,2020-Q3,0.0,1373.38,LSE,0.0,ORD,RUSSIA,NON-ALGO
30283,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,GOLDMAN SACHS & CO,400.19,0.0,2020-09-02,DSKY RX,661396.0,P,1.512684,1000883.34,GOLDMA,2020-Q3,0.0,400.19,RTS,0.0,ORD,RUSSIA,ALGO
30284,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,275.989115,0.0,2020-07-02,IRBR3.BZ,490300.0,S,10.032651,919407.963418,HSBCLN,2020-Q3,0.0,275.989115,BOV,281.4090275764688,ORD,BRAZIL,NON-ALGO
30285,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,920.48,0.0,2020-07-09,LUKADR1,25605.0,S,71.898334,1840036.36,HSBCLN,2020-Q3,0.0,920.48,LSE,0.0,ORD,RUSSIA,NON-ALGO
30286,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,37.18,0.0,2020-08-03,LUKADR1,5450.0,S,68.226782,371798.78,HSBCLN,2020-Q3,0.0,37.18,LSE,0.0,ORD,RUSSIA,ALGO
30287,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,302.840484,0.0,2020-08-05,TFG SJ,144255.0,S,72.370551,605372.294259,HSBCLN,2020-Q3,0.0,302.840484,JSE,5.475009427668,ORD,SOUTH AFRICA,ALGO
30288,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,402.006835,0.0,2020-08-06,TFG SJ,194613.0,S,72.114074,803605.630938,HSBCLN,2020-Q3,0.0,402.006835,JSE,5.8182734806234,ORD,SOUTH AFRICA,ALGO
30289,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,67.520822,0.0,2020-08-27,3306 HK,96500.0,P,7.747047,96630.334113,HSBCLN,2020-Q3,0.0,67.520822,HKS,103.9385318082409,ORD,CHINA,NON-ALGO
30290,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,754.487217,0.0,2020-08-27,941.HK,147500.0,S,56.634746,1075923.057668,HSBCLN,2020-Q3,0.0,754.487217,HKS,1160.8804763655835,ORD,CHINA,NON-ALGO
30291,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,61.06,0.0,2020-09-01,LUKADR1,9106.0,S,67.06,610587.3,HSBCLN,2020-Q3,0.0,61.06,LSE,0.0,ORD,RUSSIA,ALGO
30292,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,352.68,0.0,2020-09-01,MOEX RX,420349.0,S,1.86446,783371.22,HSBCLN,2020-Q3,0.0,352.68,RTS,0.0,ORD,RUSSIA,ALGO
30293,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,46.571325,0.0,2020-09-01,MONDI LN,23868.0,S,14.535,465694.043307,HSBCLN,2020-Q3,0.0,46.571325,LSS,1.3425000129215,ORD,SOUTH AFRICA,ALGO
30294,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,98.516237,0.0,2020-09-04,ARZZ3 BZ,30700.0,P,58.09,336212.872471,HSBCLN,2020-Q3,0.0,98.516237,BOV,103.0890540655116,ORD,BRAZIL,ALGO
30295,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,HSBC SECURITIES LONDON,42.76,0.0,2020-09-07,PJPq.L,12321.0,S,34.702297,427524.24,HSBCLN,2020-Q3,0.0,42.76,LSE,0.0,ORD,RUSSIA,ALGO
30296,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,ITAU SECURITIES,1078.578353,0.0,2020-08-25,BAN.MM,377200.0,S,78.352213,1347144.008612,ITAU,2020-Q3,0.0,1078.578353,MXP,0.0,ORD,MEXICO,NON-ALGO
30297,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,ITG TRITON,599.46,0.0,2020-07-06,LUKADR1,15723.0,P,76.25249,1199517.36,ITG,2020-Q3,0.0,599.46,LSE,0.0,ORD,RUSSIA,NON-ALGO
30298,F95DEC3D-F27A-4E84-AC2E-823A8852F9B5,MAG GEMS DIV FD,ITG TRITON,283.957543,0.0,2020-07-27,MONDI LN,30861.0,S,14.390287,567628.123932,ITG,2020-Q3,0.0,283.957543,LSS,1.2788000149875,ORD,SOUTH AFRICA,NON-ALGO
